config,gates_before_optimization,depth_before_optimization,gates_after_optimization,depth_after_optimization,n_rounds,time,oracle_time,n_seams_total
"circuit_path: ""${BENCHMARK_DIR}/nwq_boolean_satisfaction_n28/nwq_boolean_satisfaction_n28.qasm.preprocessed.new"", ",75670,0,12635,0,71,2.9093683,1.7661762,971
"circuit_path: ""${BENCHMARK_DIR}/nwq_boolean_satisfaction_n30/nwq_boolean_satisfaction_n30.qasm.preprocessed.new"", ",138293,0,23791,0,84,4.808077,2.907173,1742
"circuit_path: ""${BENCHMARK_DIR}/nwq_boolean_satisfaction_n32/nwq_boolean_satisfaction_n32.qasm.preprocessed.new"", ",262548,0,44677,0,83,5.3959293,2.9822252,3281
"circuit_path: ""${BENCHMARK_DIR}/nwq_boolean_satisfaction_n34/nwq_boolean_satisfaction_n34.qasm.preprocessed.new"", ",509907,0,86612,0,93,7.0126047,4.0438247,6352
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n17/nwq_binary_welded_tree_n17.qasm.preprocessed.new"", ",262514,0,181768,0,44,6.732849,4.159213,6451
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n21/nwq_binary_welded_tree_n21.qasm.preprocessed.new"", ",402022,0,245760,0,62,10.435926,6.7326965,10711
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n25/nwq_binary_welded_tree_n25.qasm.preprocessed.new"", ",687356,0,413974,0,66,15.678428,10.735382,17545
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n29/nwq_binary_welded_tree_n29.qasm.preprocessed.new"", ",941438,0,565507,0,55,16.773249,12.222726,20602
"circuit_path: ""${BENCHMARK_DIR}/grover_n9_from_python/grover_n9_from_python.qasm.preprocessed.new"", ",8968,0,6344,0,35,1.0516974,0.8214581,197
"circuit_path: ""${BENCHMARK_DIR}/grover_n11_from_python/grover_n11_from_python.qasm.preprocessed.new"", ",27136,0,19054,0,35,1.51161,0.97699666,610
"circuit_path: ""${BENCHMARK_DIR}/grover_n13_from_python/grover_n13_from_python.qasm.preprocessed.new"", ",72646,0,51343,0,37,2.6636887,1.5656059,1644
"circuit_path: ""${BENCHMARK_DIR}/grover_n15_from_python/grover_n15_from_python.qasm.preprocessed.new"", ",180497,0,128228,0,40,4.9288473,3.1374536,4205
"circuit_path: ""${BENCHMARK_DIR}/hhl_n7_from_python/hhl_n7_from_python.qasm.preprocessed.new"", ",5319,0,2383,0,25,0.62562746,0.37776157,83
"circuit_path: ""${BENCHMARK_DIR}/hhl_n9_from_python/hhl_n9_from_python.qasm.preprocessed.new"", ",63392,0,27670,0,47,1.6988862,1.1044375,965
"circuit_path: ""${BENCHMARK_DIR}/hhl_n11_from_python/hhl_n11_from_python.qasm.preprocessed.new"", ",629247,0,291957,0,46,6.551383,3.8243701,9589
"circuit_path: ""${BENCHMARK_DIR}/hhl_n13_from_python/hhl_n13_from_python.qasm.preprocessed"", ",5522186,0,2625752,0,50,36.0393,27.979706,83431
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n10_from_python/shor_7_mod_15_n10_from_python.qasm.preprocessed.new"", ",8476,0,7552,0,21,0.7513225,0.4857745,147
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n12_from_python/shor_7_mod_15_n12_from_python.qasm.preprocessed.new"", ",34084,0,30297,0,23,1.0776136,0.6196062,559
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n14_from_python/shor_7_mod_15_n14_from_python.qasm.preprocessed.new"", ",136320,0,121144,0,24,2.3096795,1.59556,2296
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n16_from_python/shor_7_mod_15_n16_from_python.qasm.preprocessed.new"", ",545008,0,484376,0,27,6.0915427,5.0899835,8920
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n42/nwq_square_root_n42.qasm.preprocessed.new"", ",79574,0,53703,0,53,3.2982419,2.219243,1882
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n48/nwq_square_root_n48.qasm.preprocessed.new"", ",186101,0,126641,0,52,6.288428,4.0506606,5233
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n54/nwq_square_root_n54.qasm.preprocessed.new"", ",424994,0,295498,0,57,11.796357,8.521386,12813
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n60/nwq_square_root_n60.qasm.preprocessed.new"", ",895253,0,603700,0,54,19.810719,15.278834,24983
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n5/nwq_statevector_n5.qasm.preprocessed.new"", ",31000,0,6574,0,65,1.757633,0.76315504,432
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", ",129827,0,28648,0,69,2.7382412,1.2859017,1708
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", ",526541,0,117977,0,68,3.1594598,1.6371654,6571
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", ",2175747,0,470214,0,76,7.8225355,4.461988,26949
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", ",11022,0,3371,0,89,1.0391603,0.605592,222
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", ",22374,0,7547,0,70,1.452466,0.70372915,380
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", ",38462,0,14119,0,52,1.2338802,0.5363405,611
