config,gates_before_optimization,depth_before_optimization,gates_after_optimization,depth_after_optimization,time
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n5/nwq_statevector_n5.qasm.preprocessed.new"", omega: 50, layout: Dense, ",31000,31000,6717,31000,0.7703927
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n5/nwq_statevector_n5.qasm.preprocessed.new"", omega: 50, layout: One, ",31000,31000,6717,31000,0.7489678
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n5/nwq_statevector_n5.qasm.preprocessed.new"", omega: 100, layout: Dense, ",31000,31000,6689,31000,1.3673108
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n5/nwq_statevector_n5.qasm.preprocessed.new"", omega: 100, layout: One, ",31000,31000,6689,31000,1.3414419
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n5/nwq_statevector_n5.qasm.preprocessed.new"", omega: 200, layout: Dense, ",31000,31000,6574,31000,1.6105757
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n5/nwq_statevector_n5.qasm.preprocessed.new"", omega: 200, layout: One, ",31000,31000,6574,31000,1.4823887
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", omega: 50, layout: Dense, ",129827,129827,28652,129827,2.777787
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", omega: 50, layout: One, ",129827,129827,28652,129827,2.7543747
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", omega: 100, layout: Dense, ",129827,129827,28707,129827,1.924922
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", omega: 100, layout: One, ",129827,129827,28707,129827,1.8300841
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", omega: 200, layout: Dense, ",129827,129827,28648,129827,2.6235032
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", omega: 200, layout: One, ",129827,129827,28648,129827,2.6595438
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", omega: 50, layout: Dense, ",526541,526541,117405,526541,7.180762
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", omega: 50, layout: One, ",526541,526541,117405,526541,7.414084
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", omega: 100, layout: Dense, ",526541,526541,117332,526541,6.3961573
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", omega: 100, layout: One, ",526541,526541,117332,526541,5.5135484
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", omega: 200, layout: Dense, ",526541,526541,117977,526541,5.19347
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", omega: 200, layout: One, ",526541,526541,117977,526541,4.936299
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", omega: 50, layout: Dense, ",2175747,2175747,470530,2175747,28.454454
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", omega: 50, layout: One, ",2175747,2175747,470530,2175747,27.8541
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", omega: 100, layout: Dense, ",2175747,2175747,470702,2175747,19.949852
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", omega: 100, layout: One, ",2175747,2175747,470702,2175747,20.513535
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", omega: 200, layout: Dense, ",2175747,2175747,469541,2175747,17.688993
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", omega: 200, layout: One, ",2175747,2175747,469541,2175747,17.103943
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",11022,11022,3381,11022,0.5630307
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",11022,11022,3381,11022,0.5569392
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",11022,11022,3377,11022,0.62535065
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",11022,11022,3377,11022,0.6381876
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",11022,11022,3371,11022,0.89754343
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",11022,11022,3371,11022,0.8943968
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",22374,22374,7573,22374,0.8039748
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",22374,22374,7573,22374,0.74420667
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",22374,22374,7585,22374,0.7019403
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",22374,22374,7585,22374,0.73532355
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",22374,22374,7547,22374,0.9685149
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",22374,22374,7547,22374,0.9761975
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",38462,38462,14266,38462,1.1120481
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",38462,38462,14266,38462,1.1220299
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",38462,38462,14119,38462,0.8924407
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",38462,38462,14119,38462,0.95661926
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",38462,38462,14119,38462,0.9274806
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",38462,38462,14119,38462,0.92430055
"circuit_path: ""${BENCHMARK_DIR}/vqe_n24_from_python/vqe_n24_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",59798,59798,23759,59798,1.5768855
"circuit_path: ""${BENCHMARK_DIR}/vqe_n24_from_python/vqe_n24_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",59798,59798,23759,59798,1.7117813
"circuit_path: ""${BENCHMARK_DIR}/vqe_n24_from_python/vqe_n24_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",59798,59798,23635,59798,1.396455
"circuit_path: ""${BENCHMARK_DIR}/vqe_n24_from_python/vqe_n24_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",59798,59798,23635,59798,1.2582126
"circuit_path: ""${BENCHMARK_DIR}/vqe_n24_from_python/vqe_n24_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",59798,59798,23581,59798,1.3018376
"circuit_path: ""${BENCHMARK_DIR}/vqe_n24_from_python/vqe_n24_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",59798,59798,23581,59798,1.3104384
