config,gates_before_optimization,depth_before_optimization,gates_after_optimization,depth_after_optimization,time
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n5/nwq_statevector_n5.qasm.preprocessed.new"", omega: 100, layout: One, ",31000,31000,6689,31000,3.8668265
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n5/nwq_statevector_n5.qasm.preprocessed.new"", omega: 200, layout: Dense, ",31000,31000,6574,31000,2.5106378
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n5/nwq_statevector_n5.qasm.preprocessed.new"", omega: 200, layout: One, ",31000,31000,6574,31000,2.5206501
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", omega: 50, layout: Dense, ",129827,129827,28652,129827,15.672705
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", omega: 50, layout: One, ",129827,129827,28652,129827,16.803434
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", omega: 100, layout: Dense, ",129827,129827,28707,129827,12.974077
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", omega: 100, layout: One, ",129827,129827,28707,129827,11.7333975
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", omega: 200, layout: Dense, ",129827,129827,28648,129827,11.265097
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", omega: 200, layout: One, ",129827,129827,28648,129827,11.996547
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", omega: 50, layout: Dense, ",526541,526541,117405,526541,62.777294
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", omega: 50, layout: One, ",526541,526541,117405,526541,63.401592
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", omega: 100, layout: Dense, ",526541,526541,117332,526541,41.62011
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", omega: 100, layout: One, ",526541,526541,117332,526541,42.332165
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", omega: 200, layout: Dense, ",526541,526541,117977,526541,34.65746
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", omega: 200, layout: One, ",526541,526541,117977,526541,39.155483
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", omega: 50, layout: Dense, ",2175747,2175747,470530,2175747,251.23163
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", omega: 50, layout: One, ",2175747,2175747,470530,2175747,254.88756
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", omega: 100, layout: Dense, ",2175747,2175747,470702,2175747,167.8948
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", omega: 100, layout: One, ",2175747,2175747,470702,2175747,162.4725
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", omega: 200, layout: Dense, ",2175747,2175747,469541,2175747,147.98851
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", omega: 200, layout: One, ",2175747,2175747,469541,2175747,151.93277
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",11022,11022,3381,11022,2.377811
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",11022,11022,3381,11022,1.9383737
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",11022,11022,3377,11022,1.5581591
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",11022,11022,3377,11022,1.5357351
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",11022,11022,3371,11022,1.2203559
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",11022,11022,3371,11022,1.5181293
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",22374,22374,7573,22374,4.327756
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",22374,22374,7573,22374,4.127958
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",22374,22374,7585,22374,2.5572062
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",22374,22374,7585,22374,3.2485611
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",22374,22374,7547,22374,3.1139877
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",22374,22374,7547,22374,3.168394
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",38462,38462,14266,38462,7.2662816
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",38462,38462,14266,38462,7.64512
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",38462,38462,14119,38462,4.7831755
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",38462,38462,14119,38462,4.9518695
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",38462,38462,14119,38462,4.6078906
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",38462,38462,14119,38462,4.578515
"circuit_path: ""${BENCHMARK_DIR}/vqe_n24_from_python/vqe_n24_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",59798,59798,23759,59798,11.088674
"circuit_path: ""${BENCHMARK_DIR}/vqe_n24_from_python/vqe_n24_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",59798,59798,23759,59798,10.05032
"circuit_path: ""${BENCHMARK_DIR}/vqe_n24_from_python/vqe_n24_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",59798,59798,23635,59798,8.460537
"circuit_path: ""${BENCHMARK_DIR}/vqe_n24_from_python/vqe_n24_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",59798,59798,23635,59798,7.938432
"circuit_path: ""${BENCHMARK_DIR}/vqe_n24_from_python/vqe_n24_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",59798,59798,23581,59798,7.346449
"circuit_path: ""${BENCHMARK_DIR}/vqe_n24_from_python/vqe_n24_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",59798,59798,23581,59798,7.348467
