config,gates_before_optimization,depth_before_optimization,gates_after_optimization,depth_after_optimization,time
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n5/nwq_statevector_n5.qasm.preprocessed.new"", omega: 100, layout: Dense, ",31000,31000,6689,31000,1.2134812
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n5/nwq_statevector_n5.qasm.preprocessed.new"", omega: 100, layout: One, ",31000,31000,6689,31000,1.3115358
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n5/nwq_statevector_n5.qasm.preprocessed.new"", omega: 200, layout: Dense, ",31000,31000,6574,31000,1.5016423
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n5/nwq_statevector_n5.qasm.preprocessed.new"", omega: 200, layout: One, ",31000,31000,6574,31000,1.926194
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", omega: 50, layout: Dense, ",129827,129827,28652,129827,1.7402446
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", omega: 50, layout: One, ",129827,129827,28652,129827,1.7064941
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", omega: 100, layout: Dense, ",129827,129827,28707,129827,1.6236525
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", omega: 100, layout: One, ",129827,129827,28707,129827,1.6465392
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", omega: 200, layout: Dense, ",129827,129827,28648,129827,2.7367206
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", omega: 200, layout: One, ",129827,129827,28648,129827,2.4482784
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", omega: 50, layout: Dense, ",526541,526541,117405,526541,4.133036
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", omega: 50, layout: One, ",526541,526541,117405,526541,4.1121554
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", omega: 100, layout: Dense, ",526541,526541,117332,526541,3.3650725
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", omega: 100, layout: One, ",526541,526541,117332,526541,3.3760085
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", omega: 200, layout: Dense, ",526541,526541,117977,526541,3.4194236
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", omega: 200, layout: One, ",526541,526541,117977,526541,3.565014
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", omega: 50, layout: Dense, ",2175747,2175747,470530,2175747,12.469263
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", omega: 50, layout: One, ",2175747,2175747,470530,2175747,12.600364
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", omega: 100, layout: Dense, ",2175747,2175747,470702,2175747,9.149851
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", omega: 100, layout: One, ",2175747,2175747,470702,2175747,9.202608
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", omega: 200, layout: Dense, ",2175747,2175747,469541,2175747,7.9356313
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", omega: 200, layout: One, ",2175747,2175747,469541,2175747,7.960112
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",11022,11022,3381,11022,0.73749983
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",11022,11022,3381,11022,0.6840355
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",11022,11022,3377,11022,1.0445288
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",11022,11022,3377,11022,0.824344
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",11022,11022,3371,11022,1.1097081
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",11022,11022,3371,11022,1.2261547
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",22374,22374,7573,22374,0.8149027
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",22374,22374,7573,22374,0.8225672
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",22374,22374,7585,22374,0.95212144
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",22374,22374,7585,22374,0.81021804
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",22374,22374,7547,22374,1.5181776
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",22374,22374,7547,22374,1.6461093
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",38462,38462,14266,38462,1.0238833
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",38462,38462,14266,38462,1.0034375
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",38462,38462,14119,38462,0.9303221
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",38462,38462,14119,38462,0.9640604
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",38462,38462,14119,38462,1.0759423
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",38462,38462,14119,38462,1.2540396
"circuit_path: ""${BENCHMARK_DIR}/vqe_n24_from_python/vqe_n24_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",59798,59798,23759,59798,1.2254742
"circuit_path: ""${BENCHMARK_DIR}/vqe_n24_from_python/vqe_n24_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",59798,59798,23759,59798,1.2543938
"circuit_path: ""${BENCHMARK_DIR}/vqe_n24_from_python/vqe_n24_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",59798,59798,23635,59798,1.1713715
"circuit_path: ""${BENCHMARK_DIR}/vqe_n24_from_python/vqe_n24_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",59798,59798,23635,59798,1.1900475
"circuit_path: ""${BENCHMARK_DIR}/vqe_n24_from_python/vqe_n24_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",59798,59798,23581,59798,1.5065634
"circuit_path: ""${BENCHMARK_DIR}/vqe_n24_from_python/vqe_n24_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",59798,59798,23581,59798,1.6538765
