config,gates_before_optimization,depth_before_optimization,gates_after_optimization,depth_after_optimization,n_rounds,time,oracle_time,n_seams_total
"circuit_path: ""${BENCHMARK_DIR}/nwq_boolean_satisfaction_n28.qasm"", ",75818,0,12351,0,94,3.3770256,2.7392905,968
"circuit_path: ""${BENCHMARK_DIR}/nwq_boolean_satisfaction_n30.qasm"", ",138443,0,22714,0,108,4.4602757,3.598503,1737
"circuit_path: ""${BENCHMARK_DIR}/nwq_boolean_satisfaction_n32.qasm"", ",262724,0,43541,0,120,5.797159,4.7169614,3238
"circuit_path: ""${BENCHMARK_DIR}/nwq_boolean_satisfaction_n34.qasm"", ",510137,0,84942,0,130,8.871474,7.3625746,6303
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n17.qasm"", ",361603,0,200001,0,71,8.727193,6.553883,8337
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n21.qasm"", ",553603,0,269030,0,90,15.5605955,12.220466,14691
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n25.qasm"", ",946801,0,446257,0,104,23.871037,19.455221,23431
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n29.qasm"", ",1298801,0,599351,0,85,28.580177,23.913198,29387
"circuit_path: ""${BENCHMARK_DIR}/grover_n9_from_python.qasm"", ",8968,0,6342,0,38,1.0167859,0.79603904,195
"circuit_path: ""${BENCHMARK_DIR}/grover_n11_from_python.qasm"", ",27136,0,19098,0,34,1.3133568,0.8711893,590
"circuit_path: ""${BENCHMARK_DIR}/grover_n13_from_python.qasm"", ",72646,0,51392,0,35,2.2649899,1.5601603,1606
"circuit_path: ""${BENCHMARK_DIR}/grover_n15_from_python.qasm"", ",180497,0,128327,0,39,4.2087545,3.213277,3867
"circuit_path: ""${BENCHMARK_DIR}/hhl_n7_from_python.qasm"", ",5796,0,2384,0,40,0.68260545,0.5102857,109
"circuit_path: ""${BENCHMARK_DIR}/hhl_n9_from_python.qasm"", ",68558,0,27790,0,52,1.6322775,1.1169474,1021
"circuit_path: ""${BENCHMARK_DIR}/hhl_n11_from_python.qasm"", ",680376,0,295700,0,55,7.5667515,5.84495,10576
"circuit_path: ""${BENCHMARK_DIR}/hhl_n13_from_python.qasm"", ",5954308,0,2623660,0,63,53.82495,45.788925,90158
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n10_from_python.qasm"", ",8476,0,7554,0,18,0.44330737,0.33126125,135
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n12_from_python.qasm"", ",31267,0,30257,0,17,0.60788506,0.47102568,459
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n14_from_python.qasm"", ",136320,0,121134,0,25,1.8645709,1.4646084,2212
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n16_from_python.qasm"", ",545008,0,484259,0,24,5.761273,4.9553213,8848
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n42.qasm"", ",111956,0,65751,0,51,3.474793,2.702948,2484
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n48.qasm"", ",258725,0,155258,0,55,6.4543285,5.178938,5782
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n54.qasm"", ",585234,0,358281,0,55,12.493241,10.409043,12987
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n60.qasm"", ",1306507,0,811735,0,56,25.835114,22.265007,29143
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n5.qasm"", ",32147,0,6550,0,76,1.2210045,0.90527904,427
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6.qasm"", ",134632,0,28162,0,96,2.172547,1.4842207,1774
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7.qasm"", ",546035,0,115786,0,86,4.2334847,3.1363773,6737
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8.qasm"", ",2175747,0,462699,0,96,12.600027,10.103925,26719
"circuit_path: ""${BENCHMARK_DIR}/vqe_n18_from_python.qasm"", ",29800,0,10488,0,53,0.7084951,0.46233255,452
"circuit_path: ""${BENCHMARK_DIR}/vqe_n22_from_python.qasm"", ",48448,0,18433,0,56,0.83166164,0.52495706,747
"circuit_path: ""${BENCHMARK_DIR}/vqe_n26_from_python.qasm"", ",72600,0,29515,0,64,1.1644489,0.71596324,1154
"circuit_path: ""${BENCHMARK_DIR}/vqe_n30_from_python.qasm"", ",102768,0,44305,0,51,1.1791282,0.73293597,1642
